1;0.00;0.00;0;
2;0.00;0.00;0;
3;0.00;0.00;400;
4;0.00;0.00;400;
5;0.00;0.00;400;
6;51.60;27.10;1696;
7;51.10;27.20;1557;
8;50.60;27.10;1552;
9;50.60;27.10;1547;
10;50.60;27.10;1531;
11;50.60;27.10;1529;
12;50.60;27.10;1528;
13;50.60;27.10;1519;
14;50.60;27.10;1511;
15;50.60;27.10;1496;
16;50.60;27.10;1486;
17;50.60;27.10;1482;
18;50.60;27.10;1487;
19;50.60;27.10;1487;
20;50.60;27.10;1487;
21;50.60;27.10;1486;
22;50.60;27.10;1483;
23;50.60;27.10;1481;
24;50.60;27.10;1475;
25;50.60;27.10;1468;
26;50.60;27.10;1461;
27;47.70;27.10;1447;
28;47.70;27.10;1433;
29;47.70;27.10;1423;
30;47.70;27.10;1411;
31;47.70;27.10;1404;
32;47.70;27.10;1403;
33;47.70;27.10;1408;
34;47.70;27.10;1406;
35;47.70;27.10;1408;
36;47.70;27.10;1410;
37;47.70;27.10;1415;
38;47.70;27.10;1427;
39;47.70;27.10;1431;
40;47.70;27.10;1433;
41;47.70;27.10;1432;
42;47.70;27.10;1436;
43;47.70;27.10;1438;
44;47.70;27.10;1435;
45;48.00;27.00;1434;
46;48.10;26.90;1430;
47;48.10;26.90;1435;
48;48.10;26.90;1438;
49;48.10;26.90;1438;
50;48.10;26.90;1439;
51;48.10;26.90;1442;
52;48.10;26.90;1444;
53;48.10;26.90;1445;
54;48.10;26.90;1441;
55;48.10;26.90;1439;
56;48.10;26.90;1442;
57;48.10;26.90;1443;
58;48.10;26.90;1448;
59;48.10;26.90;1446;
60;48.10;26.90;1442;
61;48.10;26.90;1443;
62;48.10;26.90;1438;
63;48.10;26.90;1438;
64;48.50;26.80;1435;
65;48.50;26.80;1433;
66;48.50;26.80;1427;
67;48.50;26.80;1423;
68;48.50;26.80;1422;
69;48.50;26.80;1416;
70;48.50;26.80;1411;
71;48.50;26.80;1408;
72;48.50;26.80;1406;
73;48.50;26.80;1410;
74;48.50;26.80;1410;
75;48.50;26.80;1413;
76;48.40;26.70;1415;
77;48.40;26.70;1418;
78;48.40;26.70;1419;
79;48.40;26.70;1420;
80;48.40;26.70;1424;
81;48.40;26.70;1421;
82;48.40;26.70;1425;
83;48.40;26.70;1426;
84;48.50;26.60;1425;
85;48.50;26.60;1423;
86;48.50;26.60;1428;
87;48.50;26.60;1427;
88;48.50;26.60;1430;
89;48.50;26.60;1434;
90;48.50;26.60;1426;
91;48.50;26.60;1427;
92;48.50;26.60;1423;
93;48.50;26.60;1422;
94;48.50;26.60;1425;
95;48.50;26.60;1421;
96;48.50;26.60;1422;
97;48.50;26.60;1422;
98;48.50;26.60;1421;
99;48.50;26.60;1423;
100;48.50;26.60;1422;
101;48.50;26.60;1417;
102;48.50;26.60;1418;
103;48.50;26.60;1420;
104;48.50;26.60;1416;
105;48.90;26.50;1413;
106;48.90;26.50;1415;
107;48.90;26.50;1414;
108;48.90;26.50;1418;
109;48.90;26.50;1424;
110;48.90;26.50;1426;
111;48.90;26.50;1435;
---------- START NEW SENSOR LOGGING ---------- 
1;0.00;0.00;0;
2;0.00;0.00;0;
3;0.00;0.00;400;
4;49.20;26.50;400;
5;49.20;26.50;400;
6;49.20;26.50;400;
7;49.20;26.50;1452;
8;49.20;26.40;1470;
9;49.30;26.50;1480;
10;49.30;26.50;1483;
11;49.30;26.50;1478;
12;49.30;26.50;1479;
13;49.30;26.50;1480;
14;49.30;26.50;1479;
15;49.30;26.50;1481;
16;49.30;26.50;1484;
17;49.30;26.50;1478;
18;49.30;26.50;1478;
19;49.30;26.50;1475;
20;49.30;26.50;1477;
21;49.30;26.50;1479;
22;49.30;26.50;1483;
23;49.30;26.50;1487;
24;49.30;26.50;1490;
25;49.30;26.50;1488;
26;49.30;26.50;1487;
27;49.40;26.40;1486;
28;49.30;26.40;1481;
29;49.30;26.40;1484;
30;49.30;26.40;1483;
31;49.30;26.40;1482;
32;49.30;26.40;1487;
33;49.30;26.40;1488;
34;49.30;26.40;1489;
35;49.30;26.40;1483;
36;49.30;26.40;1476;
37;49.30;26.40;1473;
38;49.30;26.40;1474;
39;49.30;26.40;1474;
40;49.30;26.40;1474;
41;49.30;26.40;1476;
42;49.30;26.40;1482;
43;49.30;26.40;1486;
44;49.30;26.40;1488;
45;49.30;26.40;1489;
46;49.50;26.30;1487;
47;49.50;26.30;1489;
48;49.50;26.30;1494;
49;49.50;26.30;1492;
50;49.50;26.30;1493;
51;49.50;26.30;1493;
52;49.50;26.30;1496;
53;49.50;26.30;1498;
54;49.50;26.30;1497;
55;49.50;26.30;1496;
56;49.50;26.30;1494;
57;49.50;26.30;1492;
58;49.50;26.30;1492;
59;49.50;26.30;1487;
60;49.50;26.30;1491;
61;49.50;26.30;1488;
62;49.50;26.30;1485;
63;49.50;26.30;1484;
64;49.40;26.30;1482;
65;49.40;26.30;1481;
66;49.40;26.30;1479;
67;49.40;26.30;1477;
68;49.40;26.20;1469;
69;49.40;26.20;1471;
70;49.40;26.20;1470;
71;49.40;26.20;1471;
72;49.40;26.20;1476;
73;49.40;26.20;1476;
74;49.40;26.20;1472;
75;49.40;26.20;1471;
76;49.40;26.20;1473;
77;49.40;26.20;1476;
78;49.40;26.20;1475;
79;49.40;26.20;1475;
80;49.40;26.20;1471;
81;49.40;26.20;1475;
82;49.40;26.20;1480;
83;49.40;26.20;1492;
84;49.40;26.20;1498;
85;49.40;26.20;1505;
86;49.40;26.20;1512;
87;49.40;26.20;1520;
88;49.40;26.20;1531;
89;49.40;26.20;1535;
90;49.40;26.20;1535;
91;49.40;26.20;1528;
92;49.40;26.20;1522;
93;49.40;26.20;1516;
94;49.40;26.20;1513;
95;49.40;26.20;1509;
96;49.40;26.20;1504;
97;49.40;26.20;1496;
98;49.40;26.20;1495;
99;49.40;26.20;1494;
100;49.40;26.20;1494;
101;49.40;26.20;1489;
102;49.40;26.20;1491;
103;49.40;26.20;1489;
104;49.40;26.20;1494;
105;49.50;26.20;1494;
106;49.50;26.20;1500;
107;49.50;26.20;1502;
108;49.50;26.20;1498;
109;49.50;26.20;1499;
110;49.50;26.20;1495;
111;49.50;26.20;1493;
112;49.50;26.20;1489;
113;49.50;26.20;1487;
114;49.50;26.20;1490;
115;49.50;26.20;1490;
116;49.50;26.20;1491;
117;49.50;26.20;1491;
118;49.50;26.20;1489;
119;49.50;26.20;1489;
120;49.50;26.20;1489;
121;49.50;26.20;1487;
122;49.50;26.20;1490;
123;49.50;26.20;1493;
124;49.60;26.10;1494;
125;49.60;26.10;1496;
126;49.50;26.10;1499;
127;49.50;26.10;1501;
128;49.50;26.10;1506;
129;49.50;26.10;1507;
130;49.50;26.10;1506;
131;49.50;26.10;1511;
132;49.50;26.10;1506;
133;49.50;26.10;1510;
134;49.50;26.10;1514;
135;49.50;26.10;1515;
136;49.50;26.10;1513;
137;49.50;26.10;1513;
138;49.50;26.10;1510;
139;49.50;26.10;1510;
140;49.50;26.10;1512;
141;49.50;26.10;1515;
142;49.50;26.10;1514;
143;49.50;26.10;1514;
144;49.50;26.10;1514;
145;49.50;26.10;1510;
146;49.40;26.10;1505;
147;49.40;26.10;1505;
148;49.40;26.10;1504;
149;49.40;26.10;1503;
150;49.40;26.10;1505;
151;49.40;26.10;1508;
152;49.50;26.10;1508;
153;49.50;26.10;1509;
154;49.50;26.10;1509;
155;49.50;26.10;1506;
156;49.50;26.10;1503;
157;49.50;26.10;1503;
158;49.50;26.10;1498;
159;49.50;26.10;1501;
160;49.50;26.10;1504;
161;49.50;26.10;1508;
162;49.50;26.10;1515;
163;49.50;26.10;1516;
164;49.50;26.10;1511;
165;49.50;26.10;1512;
166;49.50;26.10;1510;
167;49.50;26.10;1514;
168;49.50;26.10;1518;
169;49.50;26.10;1519;
170;49.50;26.10;1510;
171;49.50;26.10;1505;
172;49.50;26.10;1506;
173;49.50;26.10;1505;
174;49.50;26.10;1507;
175;49.50;26.10;1507;
176;49.50;26.10;1508;
177;49.50;26.10;1507;
178;49.50;26.10;1505;
179;49.50;26.10;1503;
180;49.50;26.10;1503;
181;49.50;26.10;1501;
182;49.50;26.10;1501;
183;49.50;26.10;1507;
184;49.50;26.10;1509;
185;49.50;26.10;1512;
186;49.50;26.00;1511;
187;49.50;26.00;1507;
188;49.50;26.00;1505;
189;49.50;26.00;1504;
190;49.50;26.00;1502;
191;49.50;26.00;1505;
192;49.50;26.00;1512;
193;49.50;26.00;1510;
194;49.50;26.00;1513;
195;49.50;26.00;1513;
196;49.50;26.00;1513;
197;49.50;26.00;1508;
198;49.50;26.00;1507;
199;49.50;26.00;1508;
200;49.50;26.00;1504;
201;49.50;26.00;1506;
202;49.50;26.00;1508;
203;49.60;26.00;1507;
204;49.60;26.00;1510;
205;49.60;26.00;1507;
206;49.50;26.00;1502;
207;49.50;26.00;1502;
208;49.50;26.00;1503;
209;49.50;26.00;1504;
210;49.50;26.00;1503;
211;49.50;26.00;1497;
212;49.50;26.00;1496;
213;49.50;26.00;1497;
214;49.50;26.00;1497;
215;49.50;26.00;1497;
216;49.50;26.00;1496;
217;49.50;26.00;1499;
218;49.50;26.00;1503;
219;49.50;26.00;1504;
220;49.50;26.00;1502;
221;49.50;26.00;1503;
222;49.50;26.00;1502;
223;49.50;26.00;1508;
224;49.50;26.00;1525;
225;49.50;26.00;1536;
226;49.70;26.00;1554;
227;49.70;26.00;1557;
228;49.70;26.00;1561;
229;49.70;26.00;1561;
230;49.70;26.00;1557;
231;49.70;26.00;1554;
232;49.70;26.00;1552;
233;49.80;26.00;1555;
234;49.80;26.00;1560;
235;49.80;26.00;1564;
236;49.80;26.00;1569;
237;49.80;26.00;1570;
238;49.80;26.00;1569;
239;49.80;26.00;1547;
240;49.80;26.00;1542;
241;49.80;26.00;1540;
242;49.80;26.00;1536;
243;49.80;26.00;1530;
244;49.80;26.00;1530;
245;49.80;26.00;1525;
246;49.80;26.00;1522;
247;49.90;26.00;1521;
248;49.90;26.00;1521;
249;49.90;26.00;1521;
250;49.90;26.00;1519;
251;49.90;26.00;1514;
252;49.90;26.00;1511;
253;49.90;26.00;1509;
254;49.90;26.00;1506;
255;49.90;26.00;1505;
256;49.90;26.00;1511;
257;49.90;26.00;1519;
258;49.90;26.00;1516;
259;49.90;26.00;1515;
260;49.90;26.00;1513;
261;49.90;26.00;1512;
262;49.90;26.00;1520;
263;49.90;26.00;1519;
264;49.90;26.00;1519;
265;49.90;26.00;1513;
266;49.90;26.00;1514;
267;49.90;26.00;1508;
268;49.90;26.00;1505;
269;49.90;26.00;1510;
270;49.90;26.00;1509;
271;49.90;26.00;1514;
272;49.90;26.00;1513;
273;49.90;26.00;1511;
274;49.90;26.00;1515;
275;49.90;26.00;1511;
276;49.90;26.00;1511;
277;49.90;26.00;1509;
278;49.90;26.00;1509;
279;49.90;26.00;1510;
280;49.90;26.00;1509;
281;49.90;26.00;1516;
282;49.90;26.00;1512;
283;49.90;26.00;1514;
284;49.90;26.00;1511;
285;49.90;26.00;1511;
286;49.90;26.00;1513;
287;49.90;26.00;1513;
288;49.90;26.00;1517;
289;49.90;26.00;1512;
290;49.90;26.00;1511;
291;49.90;26.00;1512;
292;49.90;26.00;1511;
293;49.90;26.00;1516;
294;49.90;26.00;1519;
295;49.90;26.00;1518;
296;49.90;26.00;1518;
297;49.90;26.00;1518;
298;49.90;26.00;1516;
299;49.90;26.00;1517;
300;49.90;26.00;1517;
301;49.90;26.00;1514;
302;49.90;26.00;1509;
303;49.90;26.00;1503;
304;49.90;26.00;1502;
305;49.90;26.00;1503;
306;49.90;26.00;1503;
307;49.90;26.00;1505;
308;49.90;26.00;1500;
309;50.10;26.00;1502;
310;50.10;26.00;1507;
311;50.00;26.00;1508;
312;50.00;26.00;1501;
313;50.00;26.00;1500;
314;50.00;26.00;1497;
315;50.00;25.90;1494;
316;50.00;25.90;1499;
317;50.00;25.90;1498;
318;50.00;25.90;1494;
319;50.00;25.90;1500;
320;50.00;25.90;1502;
321;50.00;25.90;1507;
322;50.00;25.90;1509;
323;50.00;25.90;1509;
324;50.00;25.90;1510;
325;50.00;25.90;1513;
326;50.00;25.90;1512;
327;50.00;25.90;1515;
328;50.00;25.90;1516;
329;50.00;25.90;1519;
330;50.00;25.90;1522;
331;50.00;26.00;1526;
332;49.90;26.00;1529;
333;49.90;26.00;1529;
334;49.90;26.00;1527;
335;49.90;26.00;1525;
336;49.90;26.00;1521;
337;49.90;26.00;1518;
338;49.90;25.90;1515;
339;49.90;25.90;1513;
340;49.90;25.90;1505;
341;49.90;25.90;1499;
342;49.90;25.90;1496;
343;49.90;25.90;1499;
344;49.90;25.90;1496;
345;49.90;25.90;1496;
346;49.90;25.90;1495;
347;49.90;25.90;1498;
348;49.90;25.90;1504;
349;49.90;25.90;1510;
350;49.90;25.90;1510;
351;49.90;25.90;1513;
352;49.80;25.90;1510;
353;49.80;25.90;1508;
354;49.80;25.90;1508;
355;49.80;25.90;1509;
356;49.80;25.90;1515;
357;49.80;25.90;1517;
358;49.80;25.90;1516;
359;49.80;25.90;1517;
360;49.80;25.90;1515;
361;49.80;25.90;1515;
362;49.80;25.90;1517;
363;49.80;25.90;1516;
364;49.80;25.90;1520;
365;49.80;25.90;1516;
366;49.80;25.90;1514;
367;49.80;25.90;1517;
368;49.80;25.90;1516;
369;49.80;25.90;1520;
370;49.80;25.90;1524;
371;49.80;25.90;1526;
372;49.80;25.90;1528;
373;49.90;25.90;1525;
374;49.90;25.90;1523;
375;49.90;25.90;1521;
376;49.90;25.90;1518;
377;49.90;25.90;1518;
378;49.90;25.90;1520;
379;49.90;25.90;1523;
380;49.90;25.90;1526;
381;49.90;25.90;1528;
382;49.90;25.90;1523;
383;49.90;25.90;1525;
384;49.90;25.90;1522;
385;49.90;25.90;1519;
386;49.90;25.90;1527;
387;49.90;25.90;1528;
388;49.90;25.90;1530;
389;49.90;25.90;1526;
390;49.90;25.90;1525;
391;49.90;25.90;1523;
392;49.90;25.90;1522;
393;49.80;25.90;1522;
394;49.80;25.90;1520;
395;49.80;25.90;1520;
396;49.80;25.90;1517;
397;49.80;25.90;1523;
398;49.80;25.90;1528;
399;49.80;25.90;1532;
400;49.80;25.90;1533;
401;49.80;25.90;1529;
402;49.80;25.90;1522;
403;49.80;25.90;1523;
404;49.80;25.90;1526;
405;49.80;25.90;1528;
406;49.80;25.90;1528;
407;49.80;25.90;1523;
408;49.80;25.90;1520;
409;49.80;25.90;1518;
410;49.80;25.90;1515;
411;49.80;25.90;1513;
412;49.80;25.90;1513;
413;49.70;25.90;1512;
414;49.70;25.90;1515;
415;49.70;25.90;1513;
416;49.70;25.90;1510;
417;49.70;25.90;1509;
418;49.70;25.90;1510;
419;49.70;25.90;1508;
420;49.70;25.90;1504;
421;49.70;25.90;1500;
422;49.70;25.90;1487;
423;49.70;25.90;1486;
424;49.70;25.90;1481;
425;49.70;25.90;1472;
426;49.70;25.90;1469;
427;49.70;25.90;1470;
428;49.70;25.90;1480;
429;49.70;25.90;1482;
